k,explained_variance_ratio,cumulative_explained_variance
888,6.8939376e-06,0.99939543
889,6.8225168e-06,0.9994022
890,6.7719056e-06,0.999409
891,6.7551696e-06,0.99941576
892,6.7155593e-06,0.9994225
893,6.6662133e-06,0.99942917
894,6.6418047e-06,0.9994358
895,6.611077e-06,0.9994424
896,6.597665e-06,0.999449
897,6.5531412e-06,0.9994556
898,6.5382987e-06,0.9994621
899,6.4638e-06,0.99946856
900,6.412923e-06,0.999475
901,6.3876937e-06,0.9994814
902,6.333949e-06,0.9994877
903,6.2985937e-06,0.999494
904,6.2754343e-06,0.9995003
905,6.228466e-06,0.9995065
906,6.2104173e-06,0.9995127
907,6.1344745e-06,0.9995188
908,6.111603e-06,0.99952495
909,6.0883203e-06,0.99953103
910,6.0365255e-06,0.99953705
911,6.022518e-06,0.9995431
912,5.9994472e-06,0.9995491
913,5.913113e-06,0.999555
914,5.8575924e-06,0.99956083
915,5.8480878e-06,0.9995667
916,5.8181613e-06,0.9995725
917,5.8150654e-06,0.99957836
918,5.777074e-06,0.99958414
919,5.7257703e-06,0.99958986
920,5.7019515e-06,0.9995956
921,5.6815225e-06,0.99960124
922,5.633679e-06,0.9996069
923,5.6135905e-06,0.9996125
924,5.57807e-06,0.9996181
925,5.564446e-06,0.99962366
926,5.530277e-06,0.9996292
927,5.460733e-06,0.9996347
928,5.4557245e-06,0.99964017
929,5.40801e-06,0.9996456
930,5.3859394e-06,0.99965096
931,5.363154e-06,0.9996563
932,5.3347426e-06,0.9996617
933,5.3155736e-06,0.999667
934,5.254479e-06,0.99967223
935,5.1967563e-06,0.9996774
936,5.1694083e-06,0.9996826
937,5.152653e-06,0.99968773
938,5.103358e-06,0.99969286
939,5.0812805e-06,0.9996979
940,5.055344e-06,0.999703
941,5.023322e-06,0.999708
942,4.9634186e-06,0.99971294
943,4.9590226e-06,0.9997179
944,4.9210803e-06,0.99972284
945,4.902672e-06,0.9997277
946,4.8733236e-06,0.9997326
947,4.856389e-06,0.99973744
948,4.790745e-06,0.9997422
949,4.7360118e-06,0.9997469
950,4.714314e-06,0.9997516
951,4.6819705e-06,0.99975634
952,4.663918e-06,0.999761
953,4.6143405e-06,0.9997656
954,4.5945103e-06,0.99977016
955,4.5512465e-06,0.9997747
956,4.516862e-06,0.9997792
957,4.4923195e-06,0.9997837
958,4.474791e-06,0.99978817
959,4.4053236e-06,0.9997926
960,4.357749e-06,0.9997969
961,4.3269383e-06,0.9998013
962,4.3100436e-06,0.99980557
963,4.292499e-06,0.99980986
964,4.2532843e-06,0.9998141
965,4.2219817e-06,0.9998183
966,4.1906105e-06,0.9998225
967,4.1882317e-06,0.99982667
968,4.134849e-06,0.9998308
969,4.1029675e-06,0.9998349
970,4.086921e-06,0.999839
971,4.077837e-06,0.99984306
972,4.0237182e-06,0.9998471
973,3.994945e-06,0.9998511
974,3.960118e-06,0.99985504
975,3.9388256e-06,0.999859
976,3.9115357e-06,0.9998629
977,3.882198e-06,0.9998668
978,3.859527e-06,0.99987066
979,3.8050255e-06,0.9998745
980,3.7878722e-06,0.9998783
981,3.7351112e-06,0.99988204
982,3.733704e-06,0.9998858
983,3.705141e-06,0.9998895
984,3.6780648e-06,0.9998932
985,3.5999628e-06,0.99989676
986,3.582694e-06,0.99990034
987,3.5384949e-06,0.99990386
988,3.503896e-06,0.9999074
989,3.4788707e-06,0.99991083
990,3.4277946e-06,0.9999143
991,3.385119e-06,0.9999177
992,3.3754757e-06,0.9999211
993,3.3505098e-06,0.9999244
994,3.2814926e-06,0.9999277
995,3.2404428e-06,0.9999309
996,3.2254225e-06,0.99993414
997,3.1929526e-06,0.99993736
998,3.1432435e-06,0.9999405
999,3.0926867e-06,0.9999436
1000,3.0585356e-06,0.99994665
1001,3.0353688e-06,0.9999497
1002,2.9424739e-06,0.9999526
1003,2.918672e-06,0.99995553
1004,2.897259e-06,0.99995846
1005,2.8309585e-06,0.99996126
1006,2.7929088e-06,0.99996406
1007,2.7548738e-06,0.9999668
1008,2.721827e-06,0.99996954
1009,2.6569949e-06,0.9999722
1010,2.6186715e-06,0.99997485
1011,2.5179108e-06,0.99997735
1012,2.4160727e-06,0.9999798
1013,2.3756252e-06,0.9999822
1014,2.3468522e-06,0.9999845
1015,2.2823058e-06,0.99998677
1016,2.1649455e-06,0.9999889
1017,1.7857851e-06,0.9999907
1018,1.7436946e-06,0.99999243
1019,1.6759316e-06,0.9999941
1020,1.552455e-06,0.99999565
1021,1.468226e-06,0.99999714
1022,1.3342826e-06,0.99999845
1023,1.1126219e-06,0.9999996
1024,6.1999544e-10,0.9999996
