k,explained_variance_ratio,cumulative_explained_variance
885,6.7684878e-06,0.99939007
886,6.7351352e-06,0.9993968
887,6.6853268e-06,0.9994035
888,6.661184e-06,0.99941015
889,6.6437233e-06,0.99941677
890,6.603693e-06,0.9994234
891,6.5765375e-06,0.99942994
892,6.5247777e-06,0.99943644
893,6.4962283e-06,0.99944293
894,6.4316805e-06,0.9994494
895,6.4297687e-06,0.9994558
896,6.3767116e-06,0.9994622
897,6.3534485e-06,0.99946856
898,6.321002e-06,0.9994749
899,6.306187e-06,0.9994812
900,6.2857393e-06,0.99948746
901,6.2342688e-06,0.9994937
902,6.217885e-06,0.9994999
903,6.187888e-06,0.9995061
904,6.130318e-06,0.99951226
905,6.093657e-06,0.99951833
906,6.064979e-06,0.9995244
907,6.041583e-06,0.99953043
908,5.986518e-06,0.9995364
909,5.942981e-06,0.99954236
910,5.903351e-06,0.99954826
911,5.873081e-06,0.99955416
912,5.852188e-06,0.99956
913,5.8211617e-06,0.99956584
914,5.7824027e-06,0.9995716
915,5.761456e-06,0.9995774
916,5.698349e-06,0.9995831
917,5.68866e-06,0.9995888
918,5.65196e-06,0.99959445
919,5.6302815e-06,0.99960005
920,5.6094627e-06,0.99960566
921,5.577442e-06,0.99961126
922,5.5721234e-06,0.9996168
923,5.5315836e-06,0.99962234
924,5.464025e-06,0.9996278
925,5.3830086e-06,0.9996332
926,5.3623385e-06,0.99963856
927,5.354184e-06,0.9996439
928,5.3091117e-06,0.9996492
929,5.301028e-06,0.99965453
930,5.269112e-06,0.9996598
931,5.21719e-06,0.999665
932,5.200571e-06,0.9996702
933,5.1824923e-06,0.9996754
934,5.128576e-06,0.9996805
935,5.1025877e-06,0.99968565
936,5.0701765e-06,0.9996907
937,5.0223193e-06,0.9996957
938,4.991173e-06,0.9997007
939,4.966335e-06,0.9997057
940,4.9266782e-06,0.9997106
941,4.9094688e-06,0.9997155
942,4.8819124e-06,0.9997204
943,4.8111715e-06,0.9997252
944,4.7920053e-06,0.99973
945,4.746149e-06,0.99973476
946,4.7142444e-06,0.99973947
947,4.6702635e-06,0.9997441
948,4.6435966e-06,0.99974877
949,4.6266687e-06,0.9997534
950,4.587114e-06,0.999758
951,4.5663405e-06,0.9997626
952,4.522623e-06,0.9997671
953,4.4921867e-06,0.9997716
954,4.4534922e-06,0.99977607
955,4.4365725e-06,0.9997805
956,4.421247e-06,0.9997849
957,4.3985237e-06,0.9997893
958,4.3655104e-06,0.99979365
959,4.3333393e-06,0.999798
960,4.327697e-06,0.99980235
961,4.2779075e-06,0.99980664
962,4.2284764e-06,0.9998109
963,4.2090655e-06,0.9998151
964,4.167991e-06,0.9998193
965,4.146792e-06,0.99982345
966,4.128284e-06,0.99982756
967,4.0913824e-06,0.9998317
968,4.056927e-06,0.9998357
969,4.0399564e-06,0.9998398
970,3.9766687e-06,0.9998438
971,3.9584097e-06,0.9998477
972,3.932494e-06,0.99985164
973,3.921385e-06,0.9998556
974,3.9039983e-06,0.99985945
975,3.839593e-06,0.99986327
976,3.8344774e-06,0.9998671
977,3.8030707e-06,0.9998709
978,3.769604e-06,0.99987465
979,3.7156099e-06,0.99987835
980,3.670086e-06,0.99988204
981,3.6281535e-06,0.9998857
982,3.593998e-06,0.99988925
983,3.5834578e-06,0.99989283
984,3.56687e-06,0.9998964
985,3.526124e-06,0.9998999
986,3.5037558e-06,0.99990344
987,3.4475597e-06,0.9999069
988,3.3935644e-06,0.9999103
989,3.3655404e-06,0.99991363
990,3.3260762e-06,0.999917
991,3.324401e-06,0.9999203
992,3.272026e-06,0.9999236
993,3.209348e-06,0.9999268
994,3.2047478e-06,0.99993
995,3.1713287e-06,0.9999332
996,3.1263355e-06,0.9999363
997,3.0914978e-06,0.9999394
998,3.0839299e-06,0.9999425
999,3.0459582e-06,0.9999455
1000,3.009267e-06,0.9999485
1001,2.9675043e-06,0.9999515
1002,2.8857485e-06,0.99995434
1003,2.8504132e-06,0.9999572
1004,2.825002e-06,0.99996
1005,2.769987e-06,0.99996275
1006,2.736254e-06,0.9999655
1007,2.6366224e-06,0.9999681
1008,2.6016444e-06,0.99997073
1009,2.5673069e-06,0.9999733
1010,2.5536467e-06,0.99997586
1011,2.4624012e-06,0.9999783
1012,2.3906427e-06,0.9999807
1013,2.327068e-06,0.999983
1014,2.2265413e-06,0.9999852
1015,2.219753e-06,0.9999874
1016,2.1440483e-06,0.99998957
1017,1.7643837e-06,0.99999136
1018,1.6127821e-06,0.99999297
1019,1.5954737e-06,0.9999946
1020,1.559738e-06,0.9999961
1021,1.4025449e-06,0.99999756
1022,1.2717967e-06,0.9999988
1023,1.0950824e-06,0.9999999
1024,5.5787164e-10,0.9999999
